val1,val2,val3,PSAL,code,step,PLRR,ARTL
1,-1,0,3645,18,1,2,197
0,0,0,3645,15,2,2,197
0,0,0,3645,255,3,2,197
5,-9,127,3648,45,0,2,3600
-25,12,89,3648,45,1,2,3600
0,0,0,3648,46,2,2,3600
4,0,0,3648,25,3,2,3600
0,0,0,3648,15,4,2,3600
0,0,0,3648,255,5,2,3600
21,64,90,3649,26,0,2,196
4,-1,0,3649,18,1,2,196
0,0,0,3649,15,2,2,196
0,0,0,3649,255,3,2,196
5,21,254,3674,8,0,71,3519
1,3,0,3674,9,1,71,3519
16,7,254,3674,8,2,71,3519
8,5,254,3674,8,3,71,3519
56,3,254,3674,8,4,71,3519
1,16,255,3674,36,5,71,3519
0,143,0,3674,37,6,71,3519
0,0,0,3674,10,7,71,3519
0,0,0,3674,255,8,71,3519
32,33,1,3677,58,0,54,3619
22,0,-1,3677,26,1,54,3619
8,0,254,3677,13,2,54,3619
16,10,153,3677,13,3,54,3619
0,0,0,3677,14,4,54,3619
0,0,0,3677,255,5,54,3619
28,40,254,3678,8,0,80,3620
2,4,0,3678,9,1,80,3620
32,64,254,3678,8,2,80,3620
15,18,255,3678,36,3,80,3620
0,48,0,3678,37,4,80,3620
0,0,0,3678,10,5,80,3620
0,0,0,3678,255,6,80,3620
-28,-9,127,3679,45,0,141,3622
-35,9,96,3679,45,1,141,3622
0,0,0,3679,46,2,141,3622
4,0,0,3679,25,3,141,3622
32,40,254,3679,8,4,141,3622
216,44,254,3679,8,5,141,3622
0,0,0,3679,10,6,141,3622
0,0,0,3679,255,7,141,3622
64,12,254,3680,8,0,102,3625
16,16,254,3680,8,1,102,3625
2,3,0,3680,9,2,102,3625
240,28,254,3680,8,3,102,3625
0,0,0,3680,10,4,102,3625
0,0,0,3680,255,5,102,3625
80,32,254,3687,8,0,77,1146
2,14,0,3687,9,1,77,1146
200,64,254,3687,8,2,77,1146
0,0,0,3687,10,3,77,1146
0,0,0,3687,255,4,77,1146
8,0,0,3688,25,0,104,3633
12,48,254,3688,8,1,104,3633
1,22,0,3688,9,2,104,3633
120,0,254,3688,8,3,104,3633
0,0,0,3688,10,4,104,3633
0,0,0,3688,255,5,104,3633
-28,-9,127,3692,45,0,141,3637
-35,9,96,3692,45,1,141,3637
0,0,0,3692,46,2,141,3637
4,0,0,3692,25,3,141,3637
64,32,254,3692,8,4,141,3637
0,0,0,3692,15,5,141,3637
0,0,0,3692,255,6,141,3637
4,11,254,3729,8,0,74,3674
2,3,0,3729,9,1,74,3674
14,30,254,3729,8,2,74,3674
1,17,0,3729,9,3,74,3674
48,0,0,3729,25,4,74,3674
0,0,0,3729,10,5,74,3674
0,0,0,3729,255,6,74,3674
8,0,0,3730,25,0,71,3675
4,46,254,3730,8,1,71,3675
2,3,0,3730,9,2,71,3675
32,62,254,3730,8,3,71,3675
8,62,254,3730,8,4,71,3675
136,64,254,3730,8,5,71,3675
0,0,0,3730,10,6,71,3675
0,0,0,3730,255,7,71,3675
28,12,254,3731,8,0,69,3676
2,1,0,3731,9,1,69,3676
4,32,254,3731,8,2,69,3676
2,5,0,3731,9,3,69,3676
64,0,0,3731,25,4,69,3676
0,0,0,3731,10,5,69,3676
0,0,0,3731,255,6,69,3676
16,3,254,3996,8,0,101,4016
96,8,254,3996,8,1,101,4016
2,1,0,3996,9,2,101,4016
200,28,254,3996,8,3,101,4016
120,32,254,3996,8,4,101,4016
0,0,0,3996,10,5,101,4016
0,0,0,3996,255,6,101,4016
16,16,254,4023,8,0,80,4056
2,1,0,4023,9,1,80,4056
88,32,254,4023,8,2,80,4056
10,0,255,4023,36,3,80,4056
54,0,0,4023,37,4,80,4056
0,0,0,4023,10,5,80,4056
0,0,0,4023,255,6,80,4056
16,48,254,4026,8,0,80,4062
1,1,0,4026,9,1,80,4062
80,32,254,4026,8,2,80,4062
9,1,255,4026,36,3,80,4062
54,0,0,4026,37,4,80,4062
0,0,0,4026,10,5,80,4062
0,0,0,4026,255,6,80,4062
56,-14,127,4028,45,0,62,4067
0,0,0,4028,46,1,62,4067
68,42,254,4028,8,2,62,4067
2,1,0,4028,9,3,62,4067
200,55,254,4028,8,4,62,4067
0,0,0,4028,10,5,62,4067
0,0,0,4028,255,6,62,4067
104,25,254,4029,8,0,76,4068
2,2,0,4029,9,1,76,4068
120,64,254,4029,8,2,76,4068
0,0,0,4029,10,3,76,4068
0,0,0,4029,255,4,76,4068
143,149,0,4039,58,0,111,602
5,9,1,4039,12,1,111,602
0,0,0,4039,15,2,111,602
0,0,0,4039,255,3,111,602
4,32,127,4045,3,0,92,1768
12,3,127,4045,8,1,92,1768
160,3,165,4045,8,2,92,1768
0,0,0,4045,10,3,92,1768
0,0,0,4045,255,4,92,1768
30,19,254,4046,8,0,90,4088
2,2,0,4046,9,1,90,4088
120,51,254,4046,8,2,90,4088
0,0,0,4046,10,3,90,4088
0,0,0,4046,255,4,90,4088
40,51,254,4047,8,0,80,4090
1,1,0,4047,9,1,80,4090
8,32,254,4047,8,2,80,4090
1,9,255,4047,36,3,80,4090
0,15,0,4047,37,4,80,4090
0,0,0,4047,10,5,80,4090
0,0,0,4047,255,6,80,4090
72,32,254,4049,8,0,80,4092
1,9,255,4049,36,1,80,4092
0,15,0,4049,37,2,80,4092
0,0,0,4049,255,3,80,4092
4,0,-1,4058,26,0,2,4099
4,-1,0,4058,18,1,2,4099
8,32,254,4063,8,0,71,2291
8,42,254,4063,8,1,71,2291
2,1,0,4063,9,2,71,2291
240,64,254,4063,8,3,71,2291
0,0,0,4063,10,4,71,2291
0,0,0,4063,255,5,71,2291
218,221,2,4072,58,0,130,4107
-45,-12,127,4072,45,1,130,4107
0,0,0,4072,46,2,130,4107
20,81,254,4072,3,3,130,4107
64,64,254,4072,8,4,130,4107
72,49,254,4072,8,5,130,4107
0,0,0,4072,10,6,130,4107
0,0,0,4072,255,7,130,4107
52,32,254,4073,8,0,80,4109
19,9,255,4073,36,1,80,4109
0,15,0,4073,37,2,80,4109
0,0,0,4073,255,3,80,4109
60,32,254,4074,8,0,82,4112
1,14,0,4074,9,1,82,4112
120,0,254,4074,8,2,82,4112
0,0,0,4074,10,3,82,4112
0,0,0,4074,255,4,82,4112
40,12,254,4075,8,0,103,4113
2,2,0,4075,9,1,103,4113
120,48,254,4075,8,2,103,4113
0,0,0,4075,10,3,103,4113
0,0,0,4075,255,4,103,4113
88,53,191,4076,8,0,101,2154
1,3,0,4076,9,1,101,2154
160,32,254,4076,8,2,101,2154
0,0,0,4076,10,3,101,2154
0,0,0,4076,255,4,101,2154
4,32,254,4081,8,0,98,4127
52,44,254,4081,8,1,98,4127
1,3,0,4081,9,2,98,4127
240,40,254,4081,8,3,98,4127
0,0,0,4081,10,4,98,4127
0,0,0,4081,255,5,98,4127
22,-28,191,4086,45,0,100,4123
0,0,0,4086,46,1,100,4123
140,4,242,4086,8,2,100,4123
64,0,0,4086,25,3,100,4123
0,0,0,4086,10,4,100,4123
0,0,0,4086,255,5,100,4123
143,149,0,4087,58,0,43,2044
2,12,1,4087,12,1,43,2044
1,1,11,4087,42,2,43,2044
0,0,0,4087,1,3,43,2044
0,0,0,4087,255,4,43,2044
36,-22,165,4091,45,0,92,4130
0,0,0,4091,46,1,92,4130
40,11,254,4091,8,2,92,4130
1,1,0,4091,9,3,92,4130
80,3,254,4091,8,4,92,4130
0,0,0,4091,10,5,92,4130
48,25,254,4092,8,0,74,2617
1,16,0,4092,9,1,74,2617
64,0,0,4092,25,2,74,2617
0,0,0,4092,10,3,74,2617
0,0,0,4092,255,4,74,2617
56,-3,0,4094,48,0,71,4135
20,44,254,4094,8,1,71,4135
2,4,0,4094,9,2,71,4135
80,64,254,4094,8,3,71,4135
0,15,255,4094,36,4,71,4135
0,143,0,4094,37,5,71,4135
0,0,0,4094,10,6,71,4135
0,0,0,4094,255,7,71,4135
11,-21,0,4095,48,0,94,3474
20,49,-1,4095,26,1,94,3474
36,57,191,4095,8,2,94,3474
4,0,0,4095,25,3,94,3474
84,64,178,4095,8,4,94,3474
2,5,0,4095,9,5,94,3474
80,0,0,4095,25,6,94,3474
0,0,0,4095,10,7,94,3474
0,0,0,4095,255,8,94,3474
20,32,254,4099,8,0,83,4141
2,10,0,4099,9,1,83,4141
240,32,254,4099,8,2,83,4141
0,0,0,4099,10,3,83,4141
0,0,0,4099,255,4,83,4141
28,22,0,4102,58,0,111,0
1,11,2,4102,12,1,111,0
24,56,254,4102,3,2,111,0
0,0,0,4102,255,3,111,0
21,8,-1,4103,26,0,102,4144
72,8,254,4103,8,1,102,4144
2,1,0,4103,9,2,102,4144
240,28,254,4103,8,3,102,4144
0,0,0,4103,10,4,102,4144
0,0,0,4103,255,5,102,4144
16,10,254,4106,8,0,103,4146
2,2,0,4106,9,1,103,4146
120,48,254,4106,8,2,103,4146
0,0,0,4106,10,3,103,4146
0,0,0,4106,255,4,103,4146
40,46,254,4110,8,0,98,4149
1,1,0,4110,9,1,98,4149
200,33,254,4110,8,2,98,4149
0,0,0,4110,10,3,98,4149
0,0,0,4110,255,4,98,4149
68,-9,165,4126,45,0,2,4183
53,9,99,4126,45,1,2,4183
0,0,0,4126,46,2,2,4183
13,-1,0,4126,18,3,2,4183
0,0,0,4126,255,4,2,4183
56,65,254,4128,8,0,92,2135
120,60,254,4128,8,1,92,2135
48,0,0,4128,25,2,92,2135
0,0,0,4128,10,3,92,2135
0,0,0,4128,255,4,92,2135
20,32,254,4131,8,0,74,4184
2,17,0,4131,9,1,74,4184
160,60,254,4131,8,2,74,4184
0,0,0,4131,10,3,74,4184
0,0,0,4131,255,4,74,4184
4,24,254,4133,8,0,77,4226
2,3,0,4133,9,1,77,4226
21,32,254,4133,8,2,77,4226
2,14,0,4133,9,3,77,4226
200,64,254,4133,8,4,77,4226
0,0,0,4133,10,5,77,4226
0,0,0,4133,255,6,77,4226
20,32,254,4137,8,0,79,4193
1,17,0,4137,9,1,79,4193
0,0,0,4137,25,2,79,4193
160,3,254,4137,8,3,79,4193
0,0,0,4137,10,4,79,4193
0,0,0,4137,255,5,79,4193
8,0,0,4138,25,0,126,4194
40,39,254,4138,8,1,126,4194
2,18,0,4138,9,2,126,4194
160,60,254,4138,8,3,126,4194
0,0,0,4138,10,4,126,4194
0,0,0,4138,255,5,126,4194
10,0,0,4139,25,0,126,2681
46,16,254,4139,8,1,126,2681
1,16,0,4139,9,2,126,2681
80,0,0,4139,25,3,126,2681
0,0,0,4139,10,4,126,2681
0,0,0,4139,255,5,126,2681
16,39,254,4144,8,0,77,4199
62,32,254,4144,8,1,77,4199
1,14,0,4144,9,2,77,4199
200,3,254,4144,8,3,77,4199
0,0,0,4144,10,4,77,4199
0,0,0,4144,255,5,77,4199
80,19,254,4146,8,0,126,4200
2,17,0,4146,9,1,126,4200
64,0,0,4146,25,2,126,4200
0,0,0,4146,10,3,126,4200
0,0,0,4146,255,4,126,4200
132,32,254,4152,8,0,76,4207
1,2,0,4152,9,1,76,4207
200,0,254,4152,8,2,76,4207
0,0,0,4152,10,3,76,4207
0,0,0,4152,255,4,76,4207
56,28,165,4153,8,0,74,4208
1,17,0,4153,9,1,74,4208
64,0,0,4153,25,2,74,4208
0,0,0,4153,10,3,74,4208
0,0,0,4153,255,4,74,4208
68,32,254,4154,8,0,82,379
1,14,0,4154,9,1,82,379
200,0,254,4154,8,2,82,379
0,0,0,4154,10,3,82,379
0,0,0,4154,255,4,82,379
39,-9,127,4155,45,0,2,4211
19,9,102,4155,45,1,2,4211
0,0,0,4155,46,2,2,4211
8,0,0,4155,25,3,2,4211
10,-1,0,4155,18,4,2,4211
0,0,0,4155,255,5,2,4211
34,-12,153,4156,45,0,72,4212
23,12,63,4156,45,1,72,4212
0,0,0,4156,46,2,72,4212
11,0,0,4156,25,3,72,4212
64,64,165,4156,8,4,72,4212
136,60,165,4156,8,5,72,4212
0,0,0,4156,10,6,72,4212
0,0,0,4156,255,7,72,4212
16,16,254,4157,8,0,69,4214
96,32,254,4157,8,1,69,4214
1,5,0,4157,9,2,69,4214
64,0,0,4157,25,3,69,4214
0,0,0,4157,10,4,69,4214
0,0,0,4157,255,5,69,4214
24,35,254,4159,8,0,71,5776
2,3,0,4159,9,1,71,5776
88,60,254,4159,8,2,71,5776
1,1,0,4159,9,3,71,5776
240,39,254,4159,8,4,71,5776
0,0,0,4159,10,5,71,5776
0,0,0,4159,255,6,71,5776
72,28,254,4160,8,0,82,6245
2,14,0,4160,9,1,82,6245
160,62,254,4160,8,2,82,6245
0,0,0,4160,10,3,82,6245
0,0,0,4160,255,4,82,6245
40,30,102,4161,8,0,70,4218
1,25,0,4161,9,1,70,4218
248,32,254,4161,8,2,70,4218
0,0,0,4161,10,3,70,4218
0,0,0,4161,255,4,70,4218
12,48,229,4163,8,0,87,4220
1,1,0,4163,9,1,87,4220
144,32,254,4163,8,2,87,4220
2,1,0,4163,9,3,87,4220
240,40,254,4163,8,4,87,4220
0,0,0,4163,10,5,87,4220
0,0,0,4163,255,6,87,4220
64,27,254,4164,8,0,77,4221
1,2,0,4164,9,1,77,4221
120,0,254,4164,8,2,77,4221
0,0,0,4164,10,3,77,4221
0,0,0,4164,255,4,77,4221
4,16,254,4167,8,0,88,4225
2,1,0,4167,9,1,88,4225
52,32,254,4167,8,2,88,4225
1,4,0,4167,9,3,88,4225
160,10,254,4167,8,4,88,4225
0,0,0,4167,10,5,88,4225
0,0,0,4167,255,6,88,4225
-56,-3,3,4170,48,0,74,4229
32,25,254,4170,8,1,74,4229
2,17,0,4170,9,2,74,4229
40,64,127,4170,8,3,74,4229
0,0,0,4170,10,4,74,4229
0,0,0,4170,255,5,74,4229
-56,-3,3,4171,48,0,67,3221
64,21,254,4171,8,1,67,3221
1,4,0,4171,9,2,67,3221
240,1,254,4171,8,3,67,3221
0,0,0,4171,10,4,67,3221
0,0,0,4171,255,5,67,3221
1,32,-1,4172,26,0,80,4230
48,0,0,4172,14,1,80,4230
24,14,254,4172,8,2,80,4230
0,9,255,4172,36,3,80,4230
0,143,0,4172,37,4,80,4230
0,0,0,4172,10,5,80,4230
0,0,0,4172,255,6,80,4230
20,16,254,4173,8,0,60,4231
2,1,0,4173,9,1,60,4231
84,32,254,4173,8,2,60,4231
2,23,0,4173,9,3,60,4231
200,53,254,4173,8,4,60,4231
0,0,0,4173,10,5,60,4231
0,0,0,4173,255,6,60,4231
-56,-3,3,4177,48,0,98,4232
32,35,254,4177,8,1,98,4232
80,37,254,4177,8,2,98,4232
240,32,254,4177,8,3,98,4232
0,0,0,4177,10,4,98,4232
0,0,0,4177,255,5,98,4232
45,-9,3,4178,48,0,2,4234
64,32,254,4178,8,1,2,4234
0,0,0,4178,15,2,2,4234
0,0,0,4178,255,3,2,4234
45,-9,3,4179,48,0,88,4235
84,32,254,4179,8,1,88,4235
2,1,0,4179,9,2,88,4235
240,42,254,4179,8,3,88,4235
0,0,0,4179,10,4,88,4235
0,0,0,4179,255,5,88,4235
4,32,254,4180,8,0,67,1678
1,3,0,4180,9,1,67,1678
64,18,254,4180,8,2,67,1678
1,4,0,4180,9,3,67,1678
200,7,254,4180,8,4,67,1678
0,0,0,4180,10,5,67,1678
0,0,0,4180,255,6,67,1678
40,0,0,4181,14,0,74,2170
56,7,191,4181,8,1,74,2170
2,2,0,4181,9,2,74,2170
2,17,0,4181,9,3,74,2170
64,0,0,4181,25,4,74,2170
0,0,0,4181,10,5,74,2170
0,0,0,4181,255,6,74,2170
22,0,-1,4183,26,0,100,334
16,0,0,4183,14,1,100,334
80,0,165,4183,8,2,100,334
16,3,165,4183,8,3,100,334
0,0,0,4183,10,4,100,334
0,0,0,4183,255,5,100,334
40,27,254,4184,8,0,77,4238
1,2,0,4184,9,1,77,4238
120,0,254,4184,8,2,77,4238
0,0,0,4184,10,3,77,4238
0,0,0,4184,255,4,77,4238
12,23,104,4185,8,0,95,4239
11,0,0,4185,25,1,95,4239
96,0,140,4185,8,2,95,4239
80,0,0,4185,25,3,95,4239
0,0,0,4185,10,4,95,4239
0,0,0,4185,255,5,95,4239
22,64,-1,4187,26,0,92,4242
36,33,254,4187,8,1,92,4242
1,2,0,4187,9,2,92,4242
160,0,254,4187,8,3,92,4242
0,0,0,4187,10,4,92,4242
0,0,0,4187,255,5,92,4242
16,24,254,4189,8,0,77,5006
80,32,254,4189,8,1,77,5006
2,14,0,4189,9,2,77,5006
200,64,254,4189,8,3,77,5006
0,0,0,4189,10,4,77,5006
0,0,0,4189,255,5,77,5006
22,0,-1,4190,26,0,80,3291
48,0,0,4190,14,1,80,3291
48,7,254,4190,8,2,80,3291
17,9,255,4190,36,3,80,3291
0,143,0,4190,37,4,80,3291
0,0,0,4190,10,5,80,3291
0,0,0,4190,255,6,80,3291
-90,-3,3,4192,48,0,2,376
40,32,254,4192,8,1,2,376
0,0,0,4192,15,2,2,376
0,0,0,4192,255,3,2,376
-90,-3,3,4193,48,0,64,420
54,32,254,4193,8,1,64,420
2,23,0,4193,9,2,64,420
120,53,254,4193,8,3,64,420
0,0,0,4193,10,4,64,420
0,0,0,4193,255,5,64,420
24,0,0,4194,14,0,1,2533
4,28,254,4194,3,1,1,2533
80,1,254,4194,3,2,1,2533
8,-1,0,4194,18,3,1,2533
0,2,0,4194,14,4,1,2533
0,0,0,4194,255,5,1,2533
32,0,0,4195,14,0,1,2536
8,16,254,4195,3,1,1,2536
36,1,254,4195,3,2,1,2536
6,-1,0,4195,18,3,1,2536
0,2,0,4195,14,4,1,2536
0,0,0,4195,255,5,1,2536
8,0,0,4196,25,0,72,4245
12,56,127,4196,8,1,72,4245
160,57,127,4196,8,2,72,4245
64,0,0,4196,25,3,72,4245
0,0,0,4196,10,4,72,4245
0,0,0,4196,255,5,72,4245
4,0,-1,4202,26,0,2,4251
4,-1,0,4202,18,1,2,4251
0,0,0,4202,255,2,2,4251
24,124,-1,4204,26,0,2,3488
3,-1,0,4204,18,1,2,3488
0,0,0,4204,255,2,2,3488
21,16,-1,4207,26,0,102,5986
44,10,254,4207,8,1,102,5986
64,16,254,4207,8,2,102,5986
200,26,254,4207,8,3,102,5986
0,0,0,4207,10,4,102,5986
0,0,0,4207,255,5,102,5986
21,60,-1,4208,26,0,123,4255
64,0,0,4208,14,1,123,4255
40,33,254,4208,8,2,123,4255
1,17,0,4208,9,3,123,4255
64,0,0,4208,25,4,123,4255
0,0,0,4208,10,5,123,4255
0,0,0,4208,255,6,123,4255
64,39,254,4212,8,0,83,4260
2,10,0,4212,9,1,83,4260
240,33,254,4212,8,2,83,4260
0,0,0,4212,10,3,83,4260
0,0,0,4212,255,4,83,4260
120,32,254,4213,8,0,81,1025
1,2,0,4213,9,1,81,1025
200,0,254,4213,8,2,81,1025
0,0,0,4213,10,3,81,1025
0,0,0,4213,255,4,81,1025
68,32,254,4214,8,0,82,379
1,14,0,4214,9,1,82,379
120,0,254,4214,8,2,82,379
0,0,0,4214,10,3,82,379
0,0,0,4214,255,4,82,379
40,28,254,4215,8,0,63,4261
2,14,0,4215,9,1,63,4261
160,62,254,4215,8,2,63,4261
0,0,0,4215,10,3,63,4261
0,0,0,4215,255,4,63,4261
25,125,-1,4216,26,0,2,219
2,-1,0,4216,18,1,2,219
0,0,0,4216,255,2,2,219
11,12,0,4217,58,0,111,602
4,41,65,4217,38,1,111,602
1,0,2,4217,39,2,111,602
32,0,0,4217,5,3,111,602
0,0,0,4217,255,4,111,602
96,32,254,4218,8,0,62,3122
1,1,0,4218,9,1,62,3122
240,21,254,4218,8,2,62,3122
0,0,0,4218,10,3,62,3122
0,0,0,4218,255,4,62,3122
48,0,0,4219,14,0,91,2665
40,30,254,4219,8,1,91,2665
2,2,0,4219,9,2,91,2665
160,63,254,4219,8,3,91,2665
0,0,0,4219,10,4,91,2665
0,0,0,4219,255,5,91,2665
56,0,0,4220,14,0,92,2506
36,31,254,4220,8,1,92,2506
1,2,0,4220,9,2,92,2506
160,0,254,4220,8,3,92,2506
0,0,0,4220,10,4,92,2506
0,0,0,4220,255,5,92,2506
22,0,-1,4221,26,0,115,2665
48,0,0,4221,14,1,115,2665
48,30,254,4221,8,2,115,2665
2,14,0,4221,9,3,115,2665
160,63,254,4221,8,4,115,2665
0,0,0,4221,10,5,115,2665
0,0,0,4221,255,6,115,2665
96,32,254,4222,8,0,76,2169
1,14,0,4222,9,1,76,2169
120,0,254,4222,8,2,76,2169
0,0,0,4222,10,3,76,2169
0,0,0,4222,255,4,76,2169
48,39,254,4223,8,0,86,4264
1,23,0,4223,9,1,86,4264
200,10,254,4223,8,2,86,4264
0,0,0,4223,10,3,86,4264
0,0,0,4223,255,4,86,4264
84,65,254,4224,8,0,71,4265
1,2,0,4224,9,1,71,4265
24,39,254,4224,8,2,71,4265
1,17,0,4224,9,3,71,4265
48,0,0,4224,25,4,71,4265
0,0,0,4224,10,5,71,4265
0,0,0,4224,255,6,71,4265
32,12,254,4227,8,0,102,4268
2,1,0,4227,9,1,102,4268
80,32,254,4227,8,2,102,4268
2,17,0,4227,9,3,102,4268
64,0,0,4227,25,4,102,4268
0,0,0,4227,10,5,102,4268
0,0,0,4227,255,6,102,4268
21,1,-1,4229,26,0,85,4269
16,12,127,4229,3,1,85,4269
40,0,0,4229,14,2,85,4269
40,32,254,4229,8,3,85,4269
2,2,0,4229,9,4,85,4269
120,64,254,4229,8,5,85,4269
0,0,0,4229,10,6,85,4269
0,0,0,4229,255,7,85,4269
200,2,254,4230,8,0,73,5469
64,0,0,4230,25,1,73,5469
0,0,0,4230,10,2,73,5469
0,0,0,4230,255,3,73,5469
72,27,254,4231,8,0,77,4271
1,2,0,4231,9,1,77,4271
240,0,254,4231,8,2,77,4271
0,0,0,4231,10,3,77,4271
0,0,0,4231,255,4,77,4271
-2,-10,114,4235,45,0,82,2713
-28,10,63,4235,45,1,82,2713
0,0,0,4235,46,2,82,2713
0,0,0,4235,15,3,82,2713
0,0,0,4235,255,4,82,2713
54,32,254,4236,8,0,70,6053
2,10,0,4236,9,1,70,6053
200,32,254,4236,8,2,70,6053
0,0,0,4236,10,3,70,6053
0,0,0,4236,255,4,70,6053
54,32,254,4237,8,0,70,4278
1,10,0,4237,9,1,70,4278
200,32,254,4237,8,2,70,4278
0,0,0,4237,10,3,70,4278
0,0,0,4237,255,4,70,4278
40,28,254,4238,8,0,74,4279
2,17,0,4238,9,1,74,4279
64,0,0,4238,25,2,74,4279
0,0,0,4238,10,3,74,4279
0,0,0,4238,255,4,74,4279
80,32,254,4240,8,0,87,4893
2,4,0,4240,9,1,87,4893
240,56,254,4240,8,2,87,4893
0,0,0,4240,10,3,87,4893
0,0,0,4240,255,4,87,4893
64,0,0,4242,14,0,119,461
12,28,254,4242,8,1,119,461
1,4,0,4242,9,2,119,461
176,0,254,4242,8,3,119,461
0,0,0,4242,10,4,119,461
0,0,0,4242,255,5,119,461
64,0,0,4243,14,0,71,4283
16,39,254,4243,8,1,71,4283
2,4,0,4243,9,2,71,4283
160,64,254,4243,8,3,71,4283
0,0,0,4243,10,4,71,4283
0,0,0,4243,255,5,71,4283
24,0,1,4245,14,0,124,2878
32,28,254,4245,8,1,124,2878
2,17,0,4245,9,2,124,2878
64,0,0,4245,25,3,124,2878
0,0,0,4245,10,4,124,2878
0,0,0,4245,255,5,124,2878
48,51,254,4246,8,0,101,4287
1,1,0,4246,9,1,101,4287
200,35,254,4246,8,2,101,4287
0,0,0,4246,10,3,101,4287
0,0,0,4246,255,4,101,4287
8,32,254,4249,8,0,67,4294
72,39,254,4249,8,1,67,4294
2,1,0,4249,9,2,67,4294
200,55,254,4249,8,3,67,4294
0,0,0,4249,10,4,67,4294
0,0,0,4249,255,5,67,4294
80,35,254,4250,8,0,77,4295
2,2,0,4250,9,1,77,4295
200,64,254,4250,8,2,77,4295
0,0,0,4250,10,3,77,4295
0,0,0,4250,255,4,77,4295
24,19,204,4252,8,0,83,4297
48,32,254,4252,8,1,83,4297
1,10,0,4252,9,2,83,4297
160,30,254,4252,8,3,83,4297
0,0,0,4252,10,4,83,4297
0,0,0,4252,255,5,83,4297
120,32,254,4254,8,0,62,4298
240,28,254,4254,8,1,62,4298
0,0,0,4254,10,2,62,4298
0,0,0,4254,255,3,62,4298
80,17,254,4256,8,0,126,4299
2,17,0,4256,9,1,126,4299
64,0,0,4256,25,2,126,4299
0,0,0,4256,10,3,126,4299
0,0,0,4256,255,4,126,4299
5,60,-1,4257,26,0,1,4300
40,60,254,4257,3,1,1,4300
0,2,0,4257,14,2,1,4300
0,0,0,4257,255,3,1,4300
1,32,-1,4261,26,0,100,334
64,0,0,4261,14,1,100,334
80,0,165,4261,8,2,100,334
48,3,165,4261,8,3,100,334
0,0,0,4261,10,4,100,334
0,0,0,4261,255,5,100,334
21,14,-1,4263,26,0,2,4983
1,-1,0,4263,18,1,2,4983
0,0,0,4263,15,2,2,4983
0,0,0,4263,255,3,2,4983
0,0,0,4271,25,0,2,4983
80,32,254,4271,3,1,2,4983
0,0,0,4271,2,2,2,4983
0,0,0,4271,255,3,2,4983
40,32,254,4272,3,0,2,4983
80,37,254,4272,3,1,2,4983
0,0,0,4272,2,2,2,4983
0,0,0,4272,255,3,2,4983
40,32,254,4273,3,0,2,4983
80,26,254,4273,3,1,2,4983
0,0,0,4273,2,2,2,4983
0,0,0,4273,255,3,2,4983
16,3,254,4274,3,0,1,1939
0,2,0,4274,14,1,1,1939
0,0,0,4274,255,2,1,1939
104,32,254,4276,8,0,68,401
2,7,0,4276,9,1,68,401
28,74,254,4276,8,2,68,401
32,0,0,4276,25,3,68,401
0,0,0,4276,10,4,68,401
0,0,0,4276,255,5,68,401
72,32,254,4286,8,0,80,4322
0,10,255,4286,36,1,80,4322
0,15,0,4286,37,2,80,4322
0,0,0,4286,255,3,80,4322
8,48,254,4291,8,0,61,1702
1,4,0,4291,9,1,61,1702
112,32,254,4291,8,2,61,1702
2,7,0,4291,9,3,61,1702
48,78,254,4291,8,4,61,1702
64,0,0,4291,25,5,61,1702
0,0,0,4291,10,6,61,1702
0,0,0,4291,255,7,61,1702
22,64,-1,4310,26,0,123,2608
32,0,0,4310,14,1,123,2608
76,49,254,4310,8,2,123,2608
2,16,0,4310,9,3,123,2608
80,0,0,4310,25,4,123,2608
0,0,0,4310,10,5,123,2608
0,0,0,4310,255,6,123,2608
28,22,0,4330,58,0,43,4814
1,11,2,4330,12,1,43,4814
0,0,0,4330,1,2,43,4814
0,0,0,4330,255,3,43,4814
32,11,165,4353,8,0,92,1768
128,5,165,4353,8,1,92,1768
1,5,0,4353,9,2,92,1768
160,0,0,4353,25,3,92,1768
0,0,0,4353,10,4,92,1768
0,0,0,4353,255,5,92,1768
4,0,0,4356,25,0,73,2606
8,32,127,4356,8,1,73,2606
160,3,140,4356,8,2,73,2606
64,0,0,4356,25,3,73,2606
0,0,0,4356,10,4,73,2606
0,0,0,4356,255,5,73,2606
1,39,-1,4357,26,0,115,1292
48,0,0,4357,14,1,115,1292
96,56,153,4357,8,2,115,1292
0,0,0,4357,10,3,115,1292
0,0,0,4357,255,4,115,1292
24,0,0,4375,7,0,40,431
0,0,0,4375,255,1,40,431
23,0,0,4376,7,0,40,430
0,0,0,4376,255,1,40,430
16,0,0,4379,7,0,40,430
0,0,0,4379,255,1,40,430
17,0,0,4380,7,0,40,430
0,0,0,4380,255,1,40,430
14,0,0,4382,7,0,40,430
0,0,0,4382,255,1,40,430
19,0,0,4383,7,0,40,431
0,0,0,4383,255,1,40,431
21,0,0,4384,7,0,40,431
0,0,0,4384,255,1,40,431
22,0,0,4385,7,0,40,431
0,0,0,4385,255,1,40,431
25,0,0,4386,7,0,40,431
0,0,0,4386,255,1,40,431
31,0,0,4387,7,0,40,430
0,0,0,4387,255,1,40,430
32,0,0,4388,7,0,40,430
0,0,0,4388,255,1,40,430
